Tree_id,Population_id,Sample_id,tree_height,mean_cluster,th,APU (bimax),AOU (bimax),AAD (bimax),accept (bimax),APU (agg_-2),AOU (agg_-2),AAD (agg_-2),accept (agg_-2),APU (agg_-1),AOU (agg_-1),AAD (agg_-1),accept (agg_-1),APU (agg_0),AOU (agg_0),AAD (agg_0),accept (agg_0),APU (agg_1),AOU (agg_1),AAD (agg_1),accept (agg_1),APU (agg_2),AOU (agg_2),AAD (agg_2),accept (agg_2),APU (SMD_0.1),AOU (SMD_0.1),AAD (SMD_0.1),accept (SMD_0.1),APU (SMD_0.3),AOU (SMD_0.3),AAD (SMD_0.3),accept (SMD_0.3),APU (SMD_0.5),AOU (SMD_0.5),AAD (SMD_0.5),accept (SMD_0.5),APU (SMD_0.7),AOU (SMD_0.7),AAD (SMD_0.7),accept (SMD_0.7),APU (SMD_0.9),AOU (SMD_0.9),AAD (SMD_0.9),accept (SMD_0.9),APU (std_-1),AOU (std_-1),AAD (std_-1),accept (std_-1)
2,0,28,4,5,6.060355305945302,8.0,3.0,5.0,0,5.0,7.0,2.0,1,6.0,7.0,1.0,1,4.0,9.0,5.0,1,4.0,9.0,5.0,1,2.0,10.0,8.0,1,4.0,9.0,5.0,1,5.0,7.0,2.0,1,5.0,7.0,2.0,1,5.0,7.0,2.0,1,5.0,7.0,2.0,1,5.0,7.0,2.0,1
2,0,29,4,3,2.2493731240021755,6.0,6.0,0.0,1,5.0,8.0,3.0,1,5.0,8.0,3.0,1,5.0,8.0,3.0,1,3.0,10.0,7.0,1,2.0,10.0,8.0,1,5.0,8.0,3.0,1,5.0,8.0,3.0,1,5.0,8.0,3.0,1,5.0,8.0,3.0,1,5.0,8.0,3.0,1,5.0,8.0,3.0,1
2,0,30,4,7,6.25760004509566,7.0,4.0,3.0,0,6.0,6.0,0.0,0,6.0,6.0,0.0,0,6.0,6.0,0.0,0,4.0,9.0,5.0,1,2.0,9.0,7.0,1,4.0,9.0,5.0,1,6.0,6.0,0.0,0,6.0,6.0,0.0,0,6.0,6.0,0.0,0,6.0,6.0,0.0,0,6.0,6.0,0.0,0
2,0,31,4,5,4.575510620955727,9.0,3.0,6.0,0,6.0,7.0,1.0,1,6.0,7.0,1.0,1,5.0,7.0,2.0,1,4.0,8.0,4.0,1,9.0,3.0,6.0,0,5.0,7.0,2.0,1,6.0,7.0,1.0,1,5.0,6.0,1.0,1,5.0,6.0,1.0,1,5.0,6.0,1.0,1,5.0,6.0,1.0,1
2,0,32,4,7,8.974653734500887,6.0,6.0,0.0,0,6.0,6.0,0.0,0,4.0,9.0,5.0,1,4.0,9.0,5.0,1,3.0,10.0,7.0,1,3.0,10.0,7.0,1,3.0,10.0,7.0,1,4.0,9.0,5.0,1,6.0,6.0,0.0,0,6.0,6.0,0.0,0,6.0,6.0,0.0,0,6.0,6.0,0.0,0
2,0,33,4,7,7.500202450014606,7.0,6.0,1.0,0,7.0,6.0,1.0,0,7.0,6.0,1.0,0,7.0,6.0,1.0,0,3.0,9.0,6.0,1,3.0,9.0,6.0,1,3.0,9.0,6.0,1,7.0,6.0,1.0,0,7.0,6.0,1.0,0,5.0,6.0,1.0,0,5.0,6.0,1.0,0,5.0,6.0,1.0,0
2,0,34,4,3,3.2169794577238395,9.0,4.0,5.0,1,5.0,6.0,1.0,1,4.0,9.0,5.0,1,4.0,9.0,5.0,1,4.0,9.0,5.0,1,4.0,9.0,5.0,1,4.0,9.0,5.0,1,4.0,9.0,5.0,1,5.0,6.0,1.0,1,5.0,6.0,1.0,1,5.0,6.0,1.0,1,5.0,6.0,1.0,1
2,0,35,4,5,4.464602458055742,8.0,4.0,4.0,0,4.0,8.0,4.0,1,5.0,8.0,3.0,1,4.0,8.0,4.0,1,5.0,8.0,3.0,1,5.0,8.0,3.0,1,5.0,8.0,3.0,1,4.0,8.0,4.0,1,4.0,8.0,4.0,1,6.0,6.0,0.0,1,6.0,6.0,0.0,1,6.0,6.0,0.0,1
2,0,36,4,3,2.173189967935448,9.0,4.0,5.0,1,5.0,7.0,2.0,1,5.0,7.0,2.0,1,5.0,7.0,2.0,1,4.0,8.0,4.0,1,2.0,10.0,8.0,1,5.0,7.0,2.0,1,5.0,7.0,2.0,1,5.0,7.0,2.0,1,5.0,7.0,2.0,1,5.0,7.0,2.0,1,5.0,7.0,2.0,1
2,0,37,4,3,3.0577308734712454,10.0,2.0,8.0,0,5.0,5.0,0.0,1,5.0,7.0,2.0,1,5.0,7.0,2.0,1,3.0,10.0,7.0,1,3.0,10.0,7.0,1,3.0,10.0,7.0,1,5.0,7.0,2.0,1,5.0,5.0,0.0,1,5.0,5.0,0.0,1,5.0,5.0,0.0,1,5.0,5.0,0.0,1
2,0,38,4,3,1.7558719463088652,8.0,4.0,4.0,1,4.0,8.0,4.0,1,6.0,6.0,0.0,1,4.0,8.0,4.0,1,3.0,10.0,7.0,1,3.0,10.0,7.0,1,3.0,10.0,7.0,1,4.0,8.0,4.0,1,6.0,6.0,0.0,1,6.0,6.0,0.0,1,6.0,6.0,0.0,1,6.0,6.0,0.0,1
2,0,39,4,7,7.4551139677843485,6.0,5.0,1.0,0,6.0,7.0,1.0,0,6.0,6.0,0.0,0,6.0,7.0,1.0,0,3.0,10.0,7.0,1,3.0,10.0,7.0,1,6.0,7.0,1.0,0,6.0,6.0,0.0,0,6.0,6.0,0.0,0,6.0,6.0,0.0,0,6.0,6.0,0.0,0,6.0,6.0,0.0,0
2,0,40,4,7,4.997395005163407,10.0,3.0,7.0,0,4.0,8.0,4.0,1,4.0,8.0,4.0,1,4.0,9.0,5.0,1,3.0,10.0,7.0,1,3.0,10.0,7.0,1,4.0,9.0,5.0,1,4.0,8.0,4.0,1,4.0,8.0,4.0,1,4.0,8.0,4.0,1,4.0,8.0,4.0,1,4.0,8.0,4.0,1
2,0,41,4,7,7.617632244689424,10.0,2.0,8.0,0,7.0,5.0,2.0,0,3.0,8.0,5.0,1,3.0,8.0,5.0,1,2.0,9.0,7.0,1,9.0,2.0,7.0,0,10.0,2.0,8.0,0,7.0,5.0,2.0,0,7.0,5.0,2.0,0,7.0,5.0,2.0,0,7.0,5.0,2.0,0,7.0,5.0,2.0,0
2,0,42,4,5,4.125941760905407,7.0,5.0,2.0,1,7.0,5.0,2.0,1,7.0,5.0,2.0,1,7.0,5.0,2.0,1,7.0,6.0,1.0,1,2.0,10.0,8.0,1,7.0,6.0,1.0,1,7.0,6.0,1.0,1,4.0,8.0,4.0,1,4.0,8.0,4.0,1,4.0,8.0,4.0,1,4.0,8.0,4.0,1
2,0,43,4,5,4.288027681492345,7.0,6.0,1.0,1,6.0,6.0,0.0,1,7.0,6.0,1.0,1,7.0,6.0,1.0,1,3.0,10.0,7.0,1,3.0,10.0,7.0,1,3.0,10.0,7.0,1,7.0,6.0,1.0,1,6.0,6.0,0.0,1,6.0,6.0,0.0,1,6.0,6.0,0.0,1,6.0,6.0,0.0,1
2,0,44,4,7,5.77138397825497,9.0,2.0,7.0,0,7.0,6.0,1.0,1,7.0,6.0,1.0,1,7.0,6.0,1.0,1,7.0,6.0,1.0,1,9.0,3.0,6.0,0,7.0,6.0,1.0,1,7.0,6.0,1.0,1,7.0,6.0,1.0,1,7.0,6.0,1.0,1,7.0,6.0,1.0,1,7.0,6.0,1.0,1
2,0,45,4,5,7.067725253460781,8.0,4.0,4.0,0,5.0,6.0,1.0,0,4.0,9.0,5.0,1,4.0,9.0,5.0,1,2.0,10.0,8.0,1,2.0,10.0,8.0,1,4.0,9.0,5.0,1,4.0,9.0,5.0,1,5.0,6.0,1.0,0,5.0,6.0,1.0,0,5.0,6.0,1.0,0,5.0,6.0,1.0,0
2,0,46,4,5,5.720321578507434,6.0,5.0,1.0,0,6.0,5.0,1.0,0,4.0,9.0,5.0,1,4.0,9.0,5.0,1,3.0,10.0,7.0,1,3.0,10.0,7.0,1,4.0,9.0,5.0,1,4.0,9.0,5.0,1,6.0,5.0,1.0,0,6.0,5.0,1.0,0,5.0,5.0,0.0,0,5.0,5.0,0.0,0
2,0,47,4,3,2.5174968657698567,8.0,4.0,4.0,1,7.0,6.0,1.0,1,7.0,6.0,1.0,1,7.0,6.0,1.0,1,4.0,9.0,5.0,1,4.0,9.0,5.0,1,4.0,9.0,5.0,1,7.0,6.0,1.0,1,7.0,6.0,1.0,1,7.0,6.0,1.0,1,7.0,6.0,1.0,1,7.0,6.0,1.0,1
2,0,48,4,3,3.632845961546047,8.0,4.0,4.0,1,6.0,7.0,1.0,1,6.0,7.0,1.0,1,5.0,8.0,3.0,1,5.0,8.0,3.0,1,3.0,9.0,6.0,1,5.0,8.0,3.0,1,5.0,8.0,3.0,1,6.0,7.0,1.0,1,6.0,7.0,1.0,1,6.0,7.0,1.0,1,6.0,7.0,1.0,1
2,0,49,4,3,2.806180850491766,9.0,3.0,6.0,1,6.0,7.0,1.0,1,6.0,7.0,1.0,1,6.0,7.0,1.0,1,6.0,7.0,1.0,1,9.0,3.0,6.0,1,6.0,7.0,1.0,1,6.0,7.0,1.0,1,6.0,7.0,1.0,1,6.0,7.0,1.0,1,6.0,7.0,1.0,1,5.0,5.0,0.0,1
2,0,50,4,7,6.8032176897595384,7.0,5.0,2.0,0,5.0,7.0,2.0,1,5.0,7.0,2.0,1,4.0,9.0,5.0,1,2.0,10.0,8.0,1,2.0,10.0,8.0,1,4.0,9.0,5.0,1,5.0,7.0,2.0,1,5.0,7.0,2.0,1,5.0,7.0,2.0,1,5.0,7.0,2.0,1,5.0,7.0,2.0,1
2,0,51,4,5,4.028746049570637,10.0,3.0,7.0,0,5.0,7.0,2.0,1,5.0,7.0,2.0,1,5.0,7.0,2.0,1,5.0,7.0,2.0,1,3.0,8.0,5.0,1,5.0,7.0,2.0,1,5.0,7.0,2.0,1,5.0,7.0,2.0,1,5.0,7.0,2.0,1,5.0,7.0,2.0,1,5.0,7.0,2.0,1
2,0,52,4,7,7.720537937411761,8.0,4.0,4.0,0,6.0,6.0,0.0,0,5.0,8.0,3.0,1,5.0,8.0,3.0,1,5.0,8.0,3.0,1,3.0,9.0,6.0,1,5.0,8.0,3.0,1,6.0,6.0,0.0,0,6.0,6.0,0.0,0,6.0,6.0,0.0,0,6.0,6.0,0.0,0,6.0,6.0,0.0,0
2,0,53,4,5,4.103622327877791,9.0,2.0,7.0,0,7.0,6.0,1.0,1,7.0,6.0,1.0,1,7.0,6.0,1.0,1,7.0,6.0,1.0,1,3.0,9.0,6.0,1,7.0,6.0,1.0,1,7.0,6.0,1.0,1,6.0,6.0,0.0,1,7.0,6.0,1.0,1,6.0,6.0,0.0,1,6.0,6.0,0.0,1
2,0,54,4,3,4.6422622527905615,9.0,3.0,6.0,0,7.0,6.0,1.0,1,6.0,6.0,0.0,1,6.0,6.0,0.0,1,7.0,6.0,1.0,1,3.0,9.0,6.0,1,7.0,6.0,1.0,1,6.0,6.0,0.0,1,7.0,6.0,1.0,1,7.0,6.0,1.0,1,6.0,6.0,0.0,1,7.0,6.0,1.0,1
2,0,55,4,7,6.803261465106228,8.0,4.0,4.0,0,5.0,6.0,1.0,0,4.0,9.0,5.0,1,4.0,9.0,5.0,1,8.0,4.0,4.0,0,2.0,10.0,8.0,1,8.0,4.0,4.0,0,4.0,9.0,5.0,1,5.0,6.0,1.0,0,5.0,6.0,1.0,0,5.0,6.0,1.0,0,5.0,6.0,1.0,0
2,0,56,4,7,6.839381261686622,7.0,4.0,3.0,0,5.0,8.0,3.0,1,5.0,8.0,3.0,1,5.0,8.0,3.0,1,5.0,8.0,3.0,1,3.0,9.0,6.0,1,5.0,8.0,3.0,1,5.0,8.0,3.0,1,6.0,6.0,0.0,0,6.0,6.0,0.0,0,6.0,6.0,0.0,0,5.0,6.0,1.0,0
2,0,57,4,3,4.545385633065967,8.0,3.0,5.0,0,6.0,7.0,1.0,1,6.0,7.0,1.0,1,6.0,7.0,1.0,1,6.0,7.0,1.0,1,2.0,10.0,8.0,1,6.0,7.0,1.0,1,6.0,7.0,1.0,1,6.0,7.0,1.0,1,6.0,6.0,0.0,1,6.0,7.0,1.0,1,6.0,6.0,0.0,1
2,0,58,4,7,7.161764269503934,6.0,6.0,0.0,0,7.0,6.0,1.0,0,7.0,6.0,1.0,0,7.0,6.0,1.0,0,5.0,7.0,2.0,0,3.0,9.0,6.0,1,7.0,6.0,1.0,0,7.0,6.0,1.0,0,7.0,6.0,1.0,0,7.0,6.0,1.0,0,7.0,6.0,1.0,0,7.0,6.0,1.0,0
2,0,59,4,3,3.87146091495322,8.0,4.0,4.0,1,7.0,5.0,2.0,1,7.0,5.0,2.0,1,7.0,5.0,2.0,1,3.0,10.0,7.0,1,3.0,10.0,7.0,1,3.0,10.0,7.0,1,7.0,5.0,2.0,1,7.0,5.0,2.0,1,7.0,5.0,2.0,1,7.0,5.0,2.0,1,7.0,5.0,2.0,1
2,0,60,4,3,3.1448442041468527,9.0,4.0,5.0,1,5.0,7.0,2.0,1,5.0,8.0,3.0,1,5.0,8.0,3.0,1,5.0,8.0,3.0,1,2.0,10.0,8.0,1,5.0,8.0,3.0,1,5.0,8.0,3.0,1,5.0,7.0,2.0,1,5.0,7.0,2.0,1,5.0,7.0,2.0,1,5.0,7.0,2.0,1
2,0,61,4,7,5.850822053908142,10.0,3.0,7.0,0,6.0,6.0,0.0,1,5.0,8.0,3.0,1,5.0,8.0,3.0,1,5.0,8.0,3.0,1,3.0,10.0,7.0,1,5.0,8.0,3.0,1,6.0,6.0,0.0,1,6.0,6.0,0.0,1,6.0,6.0,0.0,1,6.0,6.0,0.0,1,6.0,6.0,0.0,1
2,0,62,4,3,0.3714195118260437,7.0,5.0,2.0,1,7.0,5.0,2.0,1,7.0,5.0,2.0,1,7.0,5.0,2.0,1,3.0,10.0,7.0,1,3.0,10.0,7.0,1,3.0,10.0,7.0,1,7.0,5.0,2.0,1,6.0,5.0,1.0,1,6.0,5.0,1.0,1,6.0,5.0,1.0,1,6.0,5.0,1.0,1
2,0,63,4,3,2.7077139967543524,8.0,4.0,4.0,1,6.0,6.0,0.0,1,7.0,6.0,1.0,1,4.0,9.0,5.0,1,4.0,9.0,5.0,1,4.0,9.0,5.0,1,7.0,6.0,1.0,1,6.0,6.0,0.0,1,7.0,6.0,1.0,1,6.0,6.0,0.0,1,6.0,6.0,0.0,1,6.0,6.0,0.0,1
2,0,64,4,7,8.486799299018632,8.0,5.0,3.0,0,5.0,7.0,2.0,0,8.0,5.0,3.0,0,5.0,7.0,2.0,0,8.0,5.0,3.0,0,2.0,10.0,8.0,1,5.0,7.0,2.0,0,5.0,7.0,2.0,0,5.0,7.0,2.0,0,5.0,7.0,2.0,0,5.0,7.0,2.0,0,5.0,7.0,2.0,0
2,0,65,4,5,4.562129074773461,7.0,6.0,1.0,1,7.0,6.0,1.0,1,7.0,6.0,1.0,1,7.0,6.0,1.0,1,7.0,6.0,1.0,1,2.0,10.0,8.0,1,7.0,6.0,1.0,1,7.0,6.0,1.0,1,6.0,6.0,0.0,1,6.0,6.0,0.0,1,6.0,6.0,0.0,1,6.0,6.0,0.0,1
2,0,66,4,3,2.629899069322221,9.0,4.0,5.0,1,9.0,4.0,5.0,1,9.0,4.0,5.0,1,9.0,4.0,5.0,1,9.0,4.0,5.0,1,9.0,4.0,5.0,1,9.0,4.0,5.0,1,9.0,4.0,5.0,1,4.0,8.0,4.0,1,4.0,6.0,2.0,1,4.0,6.0,2.0,1,4.0,6.0,2.0,1
2,0,67,4,3,0.7933314194503196,6.0,6.0,0.0,1,5.0,8.0,3.0,1,5.0,8.0,3.0,1,5.0,8.0,3.0,1,3.0,10.0,7.0,1,3.0,10.0,7.0,1,3.0,10.0,7.0,1,5.0,8.0,3.0,1,7.0,6.0,1.0,1,7.0,6.0,1.0,1,6.0,6.0,0.0,1,7.0,6.0,1.0,1
2,0,68,4,3,4.085066535691889,9.0,3.0,6.0,0,6.0,7.0,1.0,1,6.0,7.0,1.0,1,6.0,7.0,1.0,1,6.0,7.0,1.0,1,2.0,10.0,8.0,1,6.0,7.0,1.0,1,6.0,7.0,1.0,1,6.0,7.0,1.0,1,6.0,6.0,0.0,1,5.0,6.0,1.0,1,5.0,6.0,1.0,1
2,0,69,4,7,7.060356098274151,10.0,3.0,7.0,0,6.0,6.0,0.0,0,6.0,6.0,0.0,0,6.0,6.0,0.0,0,3.0,10.0,7.0,1,3.0,10.0,7.0,1,3.0,10.0,7.0,1,6.0,6.0,0.0,0,6.0,6.0,0.0,0,6.0,6.0,0.0,0,6.0,6.0,0.0,0,6.0,6.0,0.0,0
2,0,70,4,3,1.1162602551316994,9.0,3.0,6.0,1,6.0,6.0,0.0,1,7.0,6.0,1.0,1,6.0,6.0,0.0,1,8.0,5.0,3.0,1,8.0,5.0,3.0,1,8.0,5.0,3.0,1,6.0,6.0,0.0,1,6.0,6.0,0.0,1,6.0,6.0,0.0,1,6.0,6.0,0.0,1,6.0,6.0,0.0,1
2,0,71,4,7,7.145891689209871,9.0,2.0,7.0,0,4.0,7.0,3.0,0,4.0,7.0,3.0,0,6.0,7.0,1.0,0,3.0,10.0,7.0,1,3.0,10.0,7.0,1,6.0,7.0,1.0,0,3.0,10.0,7.0,1,6.0,7.0,1.0,0,6.0,7.0,1.0,0,6.0,7.0,1.0,0,6.0,7.0,1.0,0
2,0,72,4,5,5.250810766747516,7.0,3.0,4.0,0,6.0,7.0,1.0,1,6.0,7.0,1.0,1,6.0,7.0,1.0,1,3.0,9.0,6.0,1,2.0,10.0,8.0,1,3.0,9.0,6.0,1,6.0,7.0,1.0,1,6.0,7.0,1.0,1,6.0,7.0,1.0,1,5.0,5.0,0.0,0,5.0,5.0,0.0,0
2,0,73,4,7,8.67649526262533,9.0,4.0,5.0,0,5.0,7.0,2.0,0,5.0,7.0,2.0,0,4.0,9.0,5.0,1,4.0,9.0,5.0,1,4.0,9.0,5.0,1,4.0,9.0,5.0,1,5.0,7.0,2.0,0,5.0,6.0,1.0,0,5.0,6.0,1.0,0,5.0,6.0,1.0,0,5.0,6.0,1.0,0
2,0,74,4,7,7.331062452745661,8.0,4.0,4.0,0,4.0,9.0,5.0,1,4.0,9.0,5.0,1,4.0,9.0,5.0,1,4.0,9.0,5.0,1,3.0,10.0,7.0,1,4.0,9.0,5.0,1,4.0,9.0,5.0,1,4.0,9.0,5.0,1,7.0,5.0,2.0,0,7.0,5.0,2.0,0,6.0,5.0,1.0,0
2,0,75,4,3,3.3066961945293003,9.0,4.0,5.0,1,7.0,5.0,2.0,1,7.0,5.0,2.0,1,9.0,4.0,5.0,1,3.0,10.0,7.0,1,3.0,10.0,7.0,1,3.0,10.0,7.0,1,7.0,5.0,2.0,1,7.0,5.0,2.0,1,5.0,6.0,1.0,1,5.0,6.0,1.0,1,5.0,6.0,1.0,1
2,0,76,4,3,0.5252067286499442,8.0,4.0,4.0,1,8.0,5.0,3.0,1,5.0,8.0,3.0,1,8.0,5.0,3.0,1,5.0,8.0,3.0,1,5.0,8.0,3.0,1,5.0,8.0,3.0,1,8.0,5.0,3.0,1,5.0,6.0,1.0,1,5.0,6.0,1.0,1,7.0,6.0,1.0,1,5.0,6.0,1.0,1
2,0,77,4,5,5.790765186329956,7.0,4.0,3.0,0,6.0,7.0,1.0,1,6.0,7.0,1.0,1,6.0,7.0,1.0,1,3.0,10.0,7.0,1,3.0,10.0,7.0,1,3.0,10.0,7.0,1,6.0,7.0,1.0,1,6.0,7.0,1.0,1,6.0,7.0,1.0,1,6.0,7.0,1.0,1,6.0,7.0,1.0,1
2,0,78,4,3,4.730581845697277,8.0,4.0,4.0,0,4.0,9.0,5.0,1,4.0,8.0,4.0,1,4.0,9.0,5.0,1,3.0,10.0,7.0,1,3.0,10.0,7.0,1,3.0,10.0,7.0,1,4.0,8.0,4.0,1,4.0,8.0,4.0,1,4.0,8.0,4.0,1,4.0,8.0,4.0,1,4.0,8.0,4.0,1
2,0,79,4,5,4.7783468858945,8.0,4.0,4.0,0,6.0,6.0,0.0,1,6.0,6.0,0.0,1,6.0,6.0,0.0,1,3.0,9.0,6.0,1,2.0,10.0,8.0,1,6.0,6.0,0.0,1,6.0,6.0,0.0,1,6.0,6.0,0.0,1,6.0,6.0,0.0,1,6.0,6.0,0.0,1,6.0,6.0,0.0,1
2,0,80,4,3,2.0968897561983533,9.0,4.0,5.0,1,6.0,7.0,1.0,1,6.0,7.0,1.0,1,6.0,7.0,1.0,1,6.0,7.0,1.0,1,9.0,4.0,5.0,1,6.0,7.0,1.0,1,6.0,7.0,1.0,1,6.0,7.0,1.0,1,6.0,7.0,1.0,1,6.0,7.0,1.0,1,6.0,7.0,1.0,1
2,0,81,4,3,5.277969073724311,10.0,2.0,8.0,0,6.0,6.0,0.0,1,6.0,6.0,0.0,1,6.0,6.0,0.0,1,4.0,9.0,5.0,1,11.0,2.0,9.0,0,4.0,9.0,5.0,1,6.0,6.0,0.0,1,6.0,6.0,0.0,1,6.0,6.0,0.0,1,6.0,6.0,0.0,1,6.0,6.0,0.0,1
2,0,82,4,7,6.420324988299685,9.0,2.0,7.0,0,7.0,6.0,1.0,0,7.0,6.0,1.0,0,7.0,6.0,1.0,0,7.0,6.0,1.0,0,7.0,6.0,1.0,0,7.0,6.0,1.0,0,7.0,6.0,1.0,0,7.0,6.0,1.0,0,7.0,6.0,1.0,0,7.0,6.0,1.0,0,7.0,6.0,1.0,0
2,0,83,4,3,4.263699174750062,9.0,3.0,6.0,0,6.0,7.0,1.0,1,6.0,7.0,1.0,1,5.0,7.0,2.0,1,4.0,8.0,4.0,1,9.0,3.0,6.0,0,6.0,7.0,1.0,1,6.0,7.0,1.0,1,5.0,7.0,2.0,1,5.0,7.0,2.0,1,6.0,7.0,1.0,1,5.0,7.0,2.0,1
2,0,84,4,5,5.782957729000766,9.0,3.0,6.0,0,5.0,6.0,1.0,1,5.0,6.0,1.0,1,5.0,6.0,1.0,1,9.0,3.0,6.0,0,9.0,3.0,6.0,0,8.0,4.0,4.0,0,5.0,6.0,1.0,1,5.0,5.0,0.0,0,5.0,5.0,0.0,0,5.0,5.0,0.0,0,5.0,5.0,0.0,0
2,0,85,4,5,6.873834220148717,8.0,4.0,4.0,0,5.0,8.0,3.0,1,5.0,8.0,3.0,1,5.0,8.0,3.0,1,5.0,8.0,3.0,1,4.0,9.0,5.0,1,5.0,8.0,3.0,1,5.0,8.0,3.0,1,5.0,8.0,3.0,1,5.0,8.0,3.0,1,6.0,6.0,0.0,0,5.0,8.0,3.0,1
2,0,86,4,3,3.542553471756304,7.0,6.0,1.0,1,7.0,6.0,1.0,1,7.0,6.0,1.0,1,7.0,6.0,1.0,1,7.0,6.0,1.0,1,2.0,10.0,8.0,1,7.0,6.0,1.0,1,7.0,6.0,1.0,1,7.0,6.0,1.0,1,7.0,6.0,1.0,1,7.0,6.0,1.0,1,7.0,6.0,1.0,1
2,0,87,4,3,4.4132775993163,7.0,5.0,2.0,1,5.0,7.0,2.0,1,5.0,7.0,2.0,1,5.0,7.0,2.0,1,7.0,6.0,1.0,1,7.0,5.0,2.0,1,7.0,6.0,1.0,1,5.0,7.0,2.0,1,5.0,7.0,2.0,1,5.0,6.0,1.0,1,5.0,6.0,1.0,1,5.0,6.0,1.0,1
2,0,88,4,7,7.430352202740807,8.0,5.0,3.0,0,6.0,6.0,0.0,0,4.0,9.0,5.0,1,6.0,6.0,0.0,0,4.0,9.0,5.0,1,3.0,9.0,6.0,1,4.0,9.0,5.0,1,6.0,6.0,0.0,0,4.0,9.0,5.0,1,6.0,6.0,0.0,0,4.0,6.0,2.0,0,4.0,6.0,2.0,0
2,0,89,4,7,5.359842829158653,9.0,3.0,6.0,0,5.0,7.0,2.0,1,5.0,7.0,2.0,1,4.0,9.0,5.0,1,4.0,9.0,5.0,1,9.0,3.0,6.0,0,4.0,9.0,5.0,1,5.0,7.0,2.0,1,5.0,7.0,2.0,1,5.0,6.0,1.0,1,7.0,6.0,1.0,1,7.0,6.0,1.0,1
2,0,90,4,7,6.470132394320277,7.0,6.0,1.0,0,7.0,6.0,1.0,0,7.0,6.0,1.0,0,6.0,7.0,1.0,1,7.0,6.0,1.0,0,5.0,8.0,3.0,1,7.0,6.0,1.0,0,6.0,7.0,1.0,1,7.0,6.0,1.0,0,2.0,8.0,6.0,1,2.0,8.0,6.0,1,2.0,8.0,6.0,1
2,0,91,4,3,3.24603398908401,7.0,4.0,3.0,1,5.0,7.0,2.0,1,5.0,7.0,2.0,1,5.0,7.0,2.0,1,3.0,10.0,7.0,1,3.0,10.0,7.0,1,3.0,10.0,7.0,1,5.0,7.0,2.0,1,5.0,7.0,2.0,1,5.0,7.0,2.0,1,5.0,7.0,2.0,1,5.0,7.0,2.0,1
2,0,92,4,3,2.8474937576131563,8.0,5.0,3.0,1,3.0,8.0,5.0,1,3.0,8.0,5.0,1,3.0,8.0,5.0,1,2.0,10.0,8.0,1,2.0,10.0,8.0,1,2.0,10.0,8.0,1,3.0,8.0,5.0,1,3.0,8.0,5.0,1,3.0,8.0,5.0,1,3.0,8.0,5.0,1,3.0,8.0,5.0,1
2,0,93,4,5,4.445072732222496,8.0,3.0,5.0,0,5.0,7.0,2.0,1,5.0,7.0,2.0,1,5.0,7.0,2.0,1,2.0,10.0,8.0,1,2.0,10.0,8.0,1,5.0,7.0,2.0,1,5.0,7.0,2.0,1,5.0,7.0,2.0,1,5.0,7.0,2.0,1,5.0,7.0,2.0,1,5.0,7.0,2.0,1
2,0,94,4,7,7.5273403465348725,7.0,5.0,2.0,0,5.0,7.0,2.0,0,5.0,7.0,2.0,0,4.0,9.0,5.0,1,4.0,9.0,5.0,1,4.0,9.0,5.0,1,4.0,9.0,5.0,1,5.0,7.0,2.0,0,5.0,7.0,2.0,0,5.0,6.0,1.0,0,5.0,6.0,1.0,0,5.0,6.0,1.0,0
2,0,95,4,5,4.112784225099977,8.0,5.0,3.0,1,6.0,7.0,1.0,1,6.0,7.0,1.0,1,6.0,7.0,1.0,1,6.0,7.0,1.0,1,3.0,10.0,7.0,1,6.0,7.0,1.0,1,6.0,7.0,1.0,1,6.0,7.0,1.0,1,6.0,7.0,1.0,1,6.0,7.0,1.0,1,6.0,7.0,1.0,1
2,0,96,4,7,7.825669168180792,6.0,6.0,0.0,0,6.0,6.0,0.0,0,6.0,6.0,0.0,0,6.0,6.0,0.0,0,6.0,6.0,0.0,0,2.0,10.0,8.0,1,6.0,6.0,0.0,0,6.0,6.0,0.0,0,6.0,6.0,0.0,0,6.0,6.0,0.0,0,6.0,6.0,0.0,0,6.0,6.0,0.0,0
2,0,97,4,5,5.640796101372917,9.0,2.0,7.0,0,5.0,8.0,3.0,1,5.0,8.0,3.0,1,5.0,8.0,3.0,1,5.0,8.0,3.0,1,3.0,9.0,6.0,1,5.0,8.0,3.0,1,5.0,8.0,3.0,1,5.0,8.0,3.0,1,5.0,8.0,3.0,1,4.0,7.0,3.0,1,5.0,8.0,3.0,1
2,0,98,4,3,2.562818509840705,10.0,2.0,8.0,0,6.0,7.0,1.0,1,6.0,7.0,1.0,1,6.0,7.0,1.0,1,6.0,7.0,1.0,1,2.0,10.0,8.0,1,6.0,7.0,1.0,1,6.0,7.0,1.0,1,6.0,7.0,1.0,1,6.0,7.0,1.0,1,5.0,5.0,0.0,1,5.0,6.0,1.0,1
2,0,99,4,5,5.199540741918958,8.0,4.0,4.0,0,6.0,6.0,0.0,1,6.0,6.0,0.0,1,6.0,6.0,0.0,1,6.0,6.0,0.0,1,8.0,4.0,4.0,0,6.0,6.0,0.0,1,6.0,6.0,0.0,1,6.0,6.0,0.0,1,6.0,6.0,0.0,1,6.0,6.0,0.0,1,6.0,6.0,0.0,1
