Tree_id,Population_id,Sample_id,tree_height,mean_cluster,th,APU (bimax),AOU (bimax),AAD (bimax),accept (bimax),APU (agg_-2),AOU (agg_-2),AAD (agg_-2),accept (agg_-2),APU (agg_-1),AOU (agg_-1),AAD (agg_-1),accept (agg_-1),APU (agg_0),AOU (agg_0),AAD (agg_0),accept (agg_0),APU (agg_1),AOU (agg_1),AAD (agg_1),accept (agg_1),APU (agg_2),AOU (agg_2),AAD (agg_2),accept (agg_2),APU (SMD_0.1),AOU (SMD_0.1),AAD (SMD_0.1),accept (SMD_0.1),APU (SMD_0.3),AOU (SMD_0.3),AAD (SMD_0.3),accept (SMD_0.3),APU (SMD_0.5),AOU (SMD_0.5),AAD (SMD_0.5),accept (SMD_0.5),APU (SMD_0.7),AOU (SMD_0.7),AAD (SMD_0.7),accept (SMD_0.7),APU (SMD_0.9),AOU (SMD_0.9),AAD (SMD_0.9),accept (SMD_0.9),APU (std_-1),AOU (std_-1),AAD (std_-1),accept (std_-1)
0,0,0,4,3,4.285527702056202,7.0,5.0,2.0,1,4.0,9.0,5.0,1,4.0,9.0,5.0,1,4.0,9.0,5.0,1,4.0,9.0,5.0,1,2.0,10.0,8.0,1,4.0,9.0,5.0,1,4.0,9.0,5.0,1,4.0,6.0,2.0,1,5.0,6.0,1.0,1,4.0,6.0,2.0,1,4.0,6.0,2.0,1
0,0,1,4,7,7.2053363566696635,9.0,3.0,6.0,0,5.0,8.0,3.0,1,5.0,8.0,3.0,1,5.0,8.0,3.0,1,5.0,7.0,2.0,0,2.0,10.0,8.0,1,5.0,7.0,2.0,0,5.0,8.0,3.0,1,5.0,7.0,2.0,0,5.0,7.0,2.0,0,5.0,7.0,2.0,0,5.0,7.0,2.0,0
0,0,2,4,7,7.074586637471864,8.0,4.0,4.0,0,5.0,7.0,2.0,0,5.0,6.0,1.0,0,6.0,6.0,0.0,0,2.0,10.0,8.0,1,2.0,10.0,8.0,1,4.0,8.0,4.0,1,5.0,6.0,1.0,0,5.0,7.0,2.0,0,5.0,6.0,1.0,0,6.0,6.0,0.0,0,5.0,6.0,1.0,0
0,0,3,4,3,3.003904757380271,9.0,3.0,6.0,0,6.0,7.0,1.0,1,5.0,8.0,3.0,1,5.0,8.0,3.0,1,8.0,4.0,4.0,1,10.0,3.0,7.0,0,6.0,7.0,1.0,1,5.0,8.0,3.0,1,6.0,7.0,1.0,1,6.0,7.0,1.0,1,6.0,7.0,1.0,1,6.0,7.0,1.0,1
0,0,4,4,5,6.091200944588978,10.0,2.0,8.0,0,5.0,7.0,2.0,1,5.0,7.0,2.0,1,4.0,9.0,5.0,1,4.0,9.0,5.0,1,10.0,3.0,7.0,0,4.0,9.0,5.0,1,5.0,7.0,2.0,1,5.0,7.0,2.0,1,5.0,7.0,2.0,1,5.0,7.0,2.0,1,5.0,7.0,2.0,1
0,0,5,4,5,4.976180450352843,8.0,4.0,4.0,0,6.0,7.0,1.0,1,5.0,8.0,3.0,1,6.0,7.0,1.0,1,3.0,10.0,7.0,1,3.0,10.0,7.0,1,6.0,7.0,1.0,1,6.0,7.0,1.0,1,5.0,6.0,1.0,1,6.0,7.0,1.0,1,6.0,7.0,1.0,1,6.0,6.0,0.0,1
0,0,6,4,5,5.142923997062426,5.0,6.0,1.0,1,6.0,6.0,0.0,1,5.0,6.0,1.0,1,3.0,10.0,7.0,1,3.0,10.0,7.0,1,3.0,10.0,7.0,1,3.0,10.0,7.0,1,6.0,6.0,0.0,1,6.0,6.0,0.0,1,5.0,6.0,1.0,1,5.0,6.0,1.0,1,6.0,6.0,0.0,1
0,0,7,4,7,7.597416879502001,10.0,2.0,8.0,0,6.0,6.0,0.0,0,6.0,6.0,0.0,0,6.0,6.0,0.0,0,3.0,10.0,7.0,1,10.0,3.0,7.0,0,3.0,10.0,7.0,1,6.0,6.0,0.0,0,6.0,6.0,0.0,0,6.0,6.0,0.0,0,6.0,6.0,0.0,0,6.0,6.0,0.0,0
0,0,8,4,3,2.335351278597689,5.0,6.0,1.0,1,5.0,7.0,2.0,1,5.0,7.0,2.0,1,5.0,7.0,2.0,1,4.0,8.0,4.0,1,2.0,10.0,8.0,1,5.0,7.0,2.0,1,5.0,7.0,2.0,1,5.0,7.0,2.0,1,5.0,7.0,2.0,1,5.0,7.0,2.0,1,5.0,7.0,2.0,1
0,0,9,4,3,2.6323345931731232,10.0,3.0,7.0,1,5.0,7.0,2.0,1,5.0,8.0,3.0,1,5.0,8.0,3.0,1,5.0,8.0,3.0,1,2.0,10.0,8.0,1,5.0,8.0,3.0,1,5.0,7.0,2.0,1,6.0,6.0,0.0,1,5.0,6.0,1.0,1,6.0,6.0,0.0,1,5.0,6.0,1.0,1
0,0,10,4,7,7.678318123684731,7.0,4.0,3.0,0,6.0,7.0,1.0,0,6.0,7.0,1.0,0,6.0,7.0,1.0,0,3.0,10.0,7.0,1,3.0,10.0,7.0,1,3.0,10.0,7.0,1,6.0,7.0,1.0,0,6.0,7.0,1.0,0,6.0,7.0,1.0,0,6.0,7.0,1.0,0,6.0,7.0,1.0,0
0,0,11,4,5,4.879730437004404,7.0,6.0,1.0,1,5.0,7.0,2.0,1,5.0,7.0,2.0,1,4.0,9.0,5.0,1,4.0,9.0,5.0,1,3.0,10.0,7.0,1,6.0,7.0,1.0,1,5.0,7.0,2.0,1,5.0,6.0,1.0,1,7.0,6.0,1.0,1,6.0,7.0,1.0,1,6.0,7.0,1.0,1
0,0,12,4,7,4.94331840794916,9.0,2.0,7.0,0,5.0,8.0,3.0,1,5.0,8.0,3.0,1,5.0,8.0,3.0,1,4.0,9.0,5.0,1,10.0,2.0,8.0,0,5.0,8.0,3.0,1,5.0,8.0,3.0,1,5.0,7.0,2.0,1,5.0,6.0,1.0,1,5.0,6.0,1.0,1,5.0,6.0,1.0,1
0,0,13,4,3,3.1044342386924906,8.0,5.0,3.0,1,4.0,8.0,4.0,1,5.0,7.0,2.0,1,4.0,8.0,4.0,1,3.0,10.0,7.0,1,3.0,10.0,7.0,1,3.0,10.0,7.0,1,5.0,7.0,2.0,1,6.0,7.0,1.0,1,4.0,7.0,3.0,1,4.0,7.0,3.0,1,5.0,7.0,2.0,1
0,0,14,4,5,3.9706978974030838,8.0,4.0,4.0,1,6.0,6.0,0.0,1,7.0,6.0,1.0,1,7.0,6.0,1.0,1,4.0,9.0,5.0,1,7.0,6.0,1.0,1,7.0,6.0,1.0,1,4.0,9.0,5.0,1,5.0,6.0,1.0,1,6.0,6.0,0.0,1,6.0,6.0,0.0,1,6.0,6.0,0.0,1
0,0,15,4,7,6.570198701985777,8.0,4.0,4.0,0,5.0,7.0,2.0,1,5.0,7.0,2.0,1,5.0,7.0,2.0,1,3.0,10.0,7.0,1,3.0,10.0,7.0,1,3.0,10.0,7.0,1,5.0,7.0,2.0,1,5.0,7.0,2.0,1,5.0,7.0,2.0,1,5.0,7.0,2.0,1,5.0,7.0,2.0,1
0,0,16,4,3,2.82189849423816,8.0,4.0,4.0,1,4.0,8.0,4.0,1,4.0,8.0,4.0,1,4.0,8.0,4.0,1,4.0,8.0,4.0,1,2.0,10.0,8.0,1,4.0,8.0,4.0,1,4.0,8.0,4.0,1,6.0,6.0,0.0,1,6.0,6.0,0.0,1,6.0,6.0,0.0,1,6.0,6.0,0.0,1
0,0,17,4,7,6.071643139459241,8.0,5.0,3.0,0,4.0,8.0,4.0,1,4.0,8.0,4.0,1,4.0,8.0,4.0,1,3.0,10.0,7.0,1,3.0,10.0,7.0,1,3.0,10.0,7.0,1,4.0,8.0,4.0,1,4.0,7.0,3.0,1,4.0,7.0,3.0,1,4.0,7.0,3.0,1,4.0,7.0,3.0,1
0,0,18,4,7,6.8005078349753925,7.0,5.0,2.0,0,8.0,5.0,3.0,0,5.0,7.0,2.0,1,7.0,5.0,2.0,0,8.0,5.0,3.0,0,3.0,9.0,6.0,1,8.0,5.0,3.0,0,5.0,7.0,2.0,1,7.0,5.0,2.0,0,5.0,6.0,1.0,0,5.0,6.0,1.0,0,5.0,6.0,1.0,0
0,0,19,4,3,3.416268765402131,9.0,4.0,5.0,1,6.0,6.0,0.0,1,5.0,8.0,3.0,1,5.0,8.0,3.0,1,5.0,8.0,3.0,1,5.0,8.0,3.0,1,5.0,8.0,3.0,1,6.0,6.0,0.0,1,6.0,6.0,0.0,1,5.0,7.0,2.0,1,5.0,7.0,2.0,1,6.0,6.0,0.0,1
0,0,20,4,3,2.1709950407197347,8.0,3.0,5.0,1,5.0,6.0,1.0,1,4.0,9.0,5.0,1,4.0,9.0,5.0,1,4.0,9.0,5.0,1,2.0,10.0,8.0,1,4.0,9.0,5.0,1,4.0,9.0,5.0,1,5.0,6.0,1.0,1,5.0,6.0,1.0,1,5.0,6.0,1.0,1,5.0,6.0,1.0,1
0,0,21,4,5,4.0557547047945945,9.0,3.0,6.0,0,5.0,8.0,3.0,1,5.0,8.0,3.0,1,5.0,8.0,3.0,1,4.0,9.0,5.0,1,4.0,9.0,5.0,1,4.0,9.0,5.0,1,5.0,8.0,3.0,1,5.0,7.0,2.0,1,5.0,7.0,2.0,1,6.0,7.0,1.0,1,5.0,7.0,2.0,1
0,0,22,4,7,7.633620429850523,8.0,4.0,4.0,0,5.0,8.0,3.0,1,5.0,8.0,3.0,1,5.0,8.0,3.0,1,5.0,8.0,3.0,1,3.0,10.0,7.0,1,5.0,8.0,3.0,1,5.0,8.0,3.0,1,6.0,5.0,1.0,0,5.0,8.0,3.0,1,5.0,8.0,3.0,1,5.0,8.0,3.0,1
0,0,23,4,5,3.778766174280413,6.0,7.0,1.0,1,6.0,7.0,1.0,1,4.0,9.0,5.0,1,6.0,7.0,1.0,1,6.0,7.0,1.0,1,3.0,10.0,7.0,1,4.0,9.0,5.0,1,6.0,7.0,1.0,1,6.0,7.0,1.0,1,6.0,7.0,1.0,1,6.0,7.0,1.0,1,6.0,7.0,1.0,1
0,0,24,4,3,0.7991668186408809,8.0,5.0,3.0,1,6.0,6.0,0.0,1,6.0,6.0,0.0,1,6.0,6.0,0.0,1,5.0,7.0,2.0,1,2.0,10.0,8.0,1,6.0,6.0,0.0,1,6.0,6.0,0.0,1,6.0,6.0,0.0,1,6.0,6.0,0.0,1,6.0,6.0,0.0,1,6.0,6.0,0.0,1
0,0,25,4,5,6.894153733322076,10.0,3.0,7.0,0,5.0,7.0,2.0,1,5.0,7.0,2.0,1,5.0,7.0,2.0,1,3.0,10.0,7.0,1,3.0,10.0,7.0,1,3.0,10.0,7.0,1,5.0,7.0,2.0,1,5.0,7.0,2.0,1,5.0,7.0,2.0,1,5.0,7.0,2.0,1,5.0,7.0,2.0,1
0,0,26,4,3,2.5007809238607908,8.0,5.0,3.0,1,6.0,7.0,1.0,1,6.0,7.0,1.0,1,6.0,7.0,1.0,1,3.0,10.0,7.0,1,3.0,10.0,7.0,1,6.0,7.0,1.0,1,6.0,7.0,1.0,1,6.0,7.0,1.0,1,6.0,7.0,1.0,1,6.0,7.0,1.0,1,6.0,7.0,1.0,1
0,0,27,4,3,2.876991563003209,6.0,7.0,1.0,1,4.0,8.0,4.0,1,4.0,8.0,4.0,1,4.0,8.0,4.0,1,4.0,8.0,4.0,1,3.0,9.0,6.0,1,4.0,8.0,4.0,1,4.0,8.0,4.0,1,5.0,7.0,2.0,1,4.0,7.0,3.0,1,4.0,7.0,3.0,1,4.0,7.0,3.0,1
0,0,28,4,5,3.925028924642157,5.0,7.0,2.0,1,5.0,8.0,3.0,1,5.0,8.0,3.0,1,5.0,8.0,3.0,1,5.0,8.0,3.0,1,3.0,10.0,7.0,1,5.0,8.0,3.0,1,5.0,8.0,3.0,1,5.0,7.0,2.0,1,5.0,7.0,2.0,1,5.0,7.0,2.0,1,5.0,7.0,2.0,1
0,0,29,4,5,5.794465403582974,9.0,3.0,6.0,0,6.0,7.0,1.0,1,6.0,7.0,1.0,1,6.0,7.0,1.0,1,5.0,8.0,3.0,1,3.0,10.0,7.0,1,6.0,7.0,1.0,1,6.0,7.0,1.0,1,6.0,7.0,1.0,1,6.0,7.0,1.0,1,6.0,7.0,1.0,1,6.0,7.0,1.0,1
0,0,30,4,3,3.2615956171720173,6.0,6.0,0.0,1,4.0,7.0,3.0,1,4.0,7.0,3.0,1,6.0,7.0,1.0,1,6.0,7.0,1.0,1,5.0,8.0,3.0,1,6.0,7.0,1.0,1,6.0,7.0,1.0,1,4.0,7.0,3.0,1,6.0,6.0,0.0,1,6.0,6.0,0.0,1,6.0,6.0,0.0,1
0,0,31,4,3,2.3659385669142816,8.0,3.0,5.0,1,6.0,6.0,0.0,1,8.0,5.0,3.0,1,5.0,8.0,3.0,1,8.0,5.0,3.0,1,5.0,8.0,3.0,1,8.0,5.0,3.0,1,6.0,6.0,0.0,1,6.0,6.0,0.0,1,6.0,6.0,0.0,1,6.0,6.0,0.0,1,6.0,6.0,0.0,1
0,0,32,4,3,2.0691123362101997,7.0,6.0,1.0,1,7.0,6.0,1.0,1,7.0,6.0,1.0,1,7.0,6.0,1.0,1,4.0,9.0,5.0,1,2.0,10.0,8.0,1,7.0,6.0,1.0,1,7.0,6.0,1.0,1,7.0,6.0,1.0,1,6.0,6.0,0.0,1,7.0,6.0,1.0,1,6.0,6.0,0.0,1
0,0,33,4,5,6.05643836898978,8.0,3.0,5.0,0,5.0,7.0,2.0,1,5.0,7.0,2.0,1,5.0,7.0,2.0,1,3.0,10.0,7.0,1,3.0,10.0,7.0,1,3.0,10.0,7.0,1,3.0,10.0,7.0,1,3.0,10.0,7.0,1,5.0,7.0,2.0,1,5.0,7.0,2.0,1,5.0,7.0,2.0,1
0,0,34,4,3,4.267102099040336,8.0,4.0,4.0,0,7.0,6.0,1.0,1,7.0,6.0,1.0,1,6.0,6.0,0.0,1,4.0,9.0,5.0,1,2.0,10.0,8.0,1,7.0,6.0,1.0,1,7.0,6.0,1.0,1,6.0,6.0,0.0,1,7.0,6.0,1.0,1,6.0,6.0,0.0,1,7.0,6.0,1.0,1
0,0,35,4,3,3.0016595667080255,8.0,3.0,5.0,0,5.0,7.0,2.0,1,5.0,7.0,2.0,1,5.0,7.0,2.0,1,5.0,7.0,2.0,1,3.0,10.0,7.0,1,5.0,7.0,2.0,1,5.0,7.0,2.0,1,5.0,7.0,2.0,1,5.0,7.0,2.0,1,5.0,7.0,2.0,1,5.0,7.0,2.0,1
0,0,36,4,7,7.818187725423488,10.0,2.0,8.0,0,6.0,6.0,0.0,0,6.0,6.0,0.0,0,6.0,6.0,0.0,0,3.0,10.0,7.0,1,3.0,10.0,7.0,1,3.0,10.0,7.0,1,6.0,6.0,0.0,0,6.0,6.0,0.0,0,6.0,6.0,0.0,0,6.0,6.0,0.0,0,6.0,6.0,0.0,0
0,0,37,4,5,4.388174718083974,8.0,5.0,3.0,1,5.0,8.0,3.0,1,5.0,8.0,3.0,1,5.0,8.0,3.0,1,5.0,8.0,3.0,1,4.0,9.0,5.0,1,5.0,8.0,3.0,1,5.0,8.0,3.0,1,5.0,8.0,3.0,1,5.0,5.0,0.0,1,7.0,5.0,2.0,1,5.0,5.0,0.0,1
0,0,38,4,5,4.272269308382981,8.0,4.0,4.0,0,6.0,6.0,0.0,1,6.0,6.0,0.0,1,6.0,6.0,0.0,1,3.0,9.0,6.0,1,3.0,9.0,6.0,1,3.0,9.0,6.0,1,6.0,6.0,0.0,1,6.0,6.0,0.0,1,6.0,6.0,0.0,1,6.0,6.0,0.0,1,6.0,6.0,0.0,1
0,0,39,4,3,3.5978621204490544,6.0,6.0,0.0,1,6.0,6.0,0.0,1,7.0,6.0,1.0,1,7.0,6.0,1.0,1,4.0,8.0,4.0,1,3.0,9.0,6.0,1,7.0,6.0,1.0,1,7.0,6.0,1.0,1,6.0,6.0,0.0,1,7.0,6.0,1.0,1,6.0,6.0,0.0,1,7.0,6.0,1.0,1
0,0,40,4,7,8.773783032628087,10.0,2.0,8.0,0,7.0,5.0,2.0,0,7.0,5.0,2.0,0,8.0,5.0,3.0,0,3.0,10.0,7.0,1,3.0,10.0,7.0,1,3.0,10.0,7.0,1,7.0,5.0,2.0,0,7.0,5.0,2.0,0,7.0,5.0,2.0,0,7.0,5.0,2.0,0,7.0,5.0,2.0,0
0,0,41,4,7,6.642180819982766,8.0,4.0,4.0,0,6.0,6.0,0.0,0,5.0,8.0,3.0,1,5.0,8.0,3.0,1,5.0,8.0,3.0,1,3.0,9.0,6.0,1,5.0,8.0,3.0,1,6.0,6.0,0.0,0,6.0,6.0,0.0,0,6.0,6.0,0.0,0,4.0,6.0,2.0,0,6.0,6.0,0.0,0
0,0,42,4,3,1.736949542425322,9.0,2.0,7.0,1,6.0,7.0,1.0,1,5.0,7.0,2.0,1,5.0,7.0,2.0,1,3.0,10.0,7.0,1,11.0,2.0,9.0,1,3.0,10.0,7.0,1,6.0,7.0,1.0,1,6.0,7.0,1.0,1,6.0,7.0,1.0,1,6.0,7.0,1.0,1,6.0,7.0,1.0,1
0,0,43,4,3,0.6709742552396967,9.0,3.0,6.0,1,6.0,6.0,0.0,1,6.0,6.0,0.0,1,6.0,6.0,0.0,1,6.0,6.0,0.0,1,2.0,10.0,8.0,1,6.0,6.0,0.0,1,6.0,6.0,0.0,1,6.0,6.0,0.0,1,6.0,6.0,0.0,1,6.0,6.0,0.0,1,6.0,6.0,0.0,1
0,0,44,4,7,6.756130021901353,10.0,2.0,8.0,0,5.0,8.0,3.0,1,5.0,8.0,3.0,1,5.0,8.0,3.0,1,5.0,8.0,3.0,1,10.0,2.0,8.0,0,5.0,8.0,3.0,1,5.0,8.0,3.0,1,5.0,8.0,3.0,1,6.0,6.0,0.0,0,6.0,6.0,0.0,0,6.0,6.0,0.0,0
0,0,45,4,7,7.118639139162875,7.0,4.0,3.0,0,6.0,6.0,0.0,0,6.0,6.0,0.0,0,4.0,9.0,5.0,1,4.0,9.0,5.0,1,2.0,9.0,7.0,1,4.0,9.0,5.0,1,6.0,6.0,0.0,0,6.0,6.0,0.0,0,6.0,6.0,0.0,0,6.0,6.0,0.0,0,6.0,6.0,0.0,0
0,0,46,4,7,7.98397487053501,9.0,4.0,5.0,0,5.0,8.0,3.0,1,5.0,8.0,3.0,1,5.0,8.0,3.0,1,5.0,8.0,3.0,1,2.0,10.0,8.0,1,5.0,8.0,3.0,1,5.0,8.0,3.0,1,5.0,8.0,3.0,1,5.0,8.0,3.0,1,5.0,8.0,3.0,1,5.0,8.0,3.0,1
0,0,47,4,5,4.728597724466079,9.0,4.0,5.0,0,4.0,9.0,5.0,1,4.0,9.0,5.0,1,4.0,9.0,5.0,1,4.0,9.0,5.0,1,3.0,10.0,7.0,1,4.0,9.0,5.0,1,5.0,7.0,2.0,1,5.0,7.0,2.0,1,4.0,7.0,3.0,1,4.0,7.0,3.0,1,4.0,7.0,3.0,1
0,0,48,4,7,7.767970490926413,8.0,5.0,3.0,0,7.0,6.0,1.0,0,6.0,6.0,0.0,0,6.0,6.0,0.0,0,4.0,9.0,5.0,1,4.0,9.0,5.0,1,7.0,6.0,1.0,0,6.0,6.0,0.0,0,7.0,6.0,1.0,0,6.0,6.0,0.0,0,6.0,6.0,0.0,0,6.0,6.0,0.0,0
0,0,49,4,7,7.004758120034037,8.0,4.0,4.0,0,7.0,6.0,1.0,0,7.0,6.0,1.0,0,5.0,8.0,3.0,1,5.0,8.0,3.0,1,2.0,10.0,8.0,1,5.0,8.0,3.0,1,5.0,8.0,3.0,1,5.0,7.0,2.0,0,5.0,6.0,1.0,0,7.0,6.0,1.0,0,7.0,6.0,1.0,0
0,0,50,4,3,1.638840081011261,6.0,6.0,0.0,1,5.0,8.0,3.0,1,5.0,8.0,3.0,1,5.0,7.0,2.0,1,3.0,10.0,7.0,1,3.0,10.0,7.0,1,5.0,8.0,3.0,1,5.0,8.0,3.0,1,5.0,7.0,2.0,1,5.0,7.0,2.0,1,5.0,7.0,2.0,1,5.0,7.0,2.0,1
0,0,51,4,5,4.2845737219689415,8.0,4.0,4.0,0,5.0,6.0,1.0,1,4.0,9.0,5.0,1,4.0,9.0,5.0,1,3.0,10.0,7.0,1,3.0,10.0,7.0,1,4.0,9.0,5.0,1,4.0,9.0,5.0,1,5.0,6.0,1.0,1,5.0,6.0,1.0,1,5.0,6.0,1.0,1,5.0,6.0,1.0,1
0,0,52,4,7,8.549619007435526,6.0,6.0,0.0,0,5.0,8.0,3.0,0,5.0,8.0,3.0,0,5.0,8.0,3.0,0,4.0,9.0,5.0,1,4.0,9.0,5.0,1,5.0,8.0,3.0,0,5.0,8.0,3.0,0,6.0,6.0,0.0,0,5.0,6.0,1.0,0,5.0,6.0,1.0,0,6.0,6.0,0.0,0
0,0,53,4,7,7.303445854065125,9.0,3.0,6.0,0,6.0,7.0,1.0,0,6.0,7.0,1.0,0,6.0,7.0,1.0,0,3.0,10.0,7.0,1,3.0,10.0,7.0,1,4.0,9.0,5.0,1,6.0,7.0,1.0,0,6.0,7.0,1.0,0,6.0,7.0,1.0,0,6.0,7.0,1.0,0,6.0,7.0,1.0,0
0,0,54,4,5,6.069954294427205,6.0,7.0,1.0,1,6.0,7.0,1.0,1,6.0,7.0,1.0,1,6.0,7.0,1.0,1,3.0,10.0,7.0,1,3.0,10.0,7.0,1,6.0,7.0,1.0,1,6.0,7.0,1.0,1,6.0,7.0,1.0,1,6.0,7.0,1.0,1,6.0,7.0,1.0,1,6.0,7.0,1.0,1
0,0,55,4,5,4.25047466002358,6.0,7.0,1.0,1,5.0,7.0,2.0,1,5.0,7.0,2.0,1,5.0,7.0,2.0,1,5.0,8.0,3.0,1,2.0,10.0,8.0,1,5.0,7.0,2.0,1,5.0,7.0,2.0,1,5.0,7.0,2.0,1,5.0,7.0,2.0,1,5.0,7.0,2.0,1,5.0,7.0,2.0,1
0,0,56,4,3,1.9542486756312598,6.0,4.0,2.0,1,5.0,7.0,2.0,1,5.0,7.0,2.0,1,5.0,7.0,2.0,1,5.0,7.0,2.0,1,2.0,9.0,7.0,1,5.0,7.0,2.0,1,5.0,7.0,2.0,1,5.0,7.0,2.0,1,5.0,7.0,2.0,1,5.0,7.0,2.0,1,5.0,7.0,2.0,1
0,0,57,4,3,4.531367796070106,8.0,3.0,5.0,0,6.0,6.0,0.0,1,6.0,6.0,0.0,1,4.0,9.0,5.0,1,4.0,9.0,5.0,1,3.0,10.0,7.0,1,4.0,9.0,5.0,1,4.0,9.0,5.0,1,5.0,6.0,1.0,1,5.0,6.0,1.0,1,6.0,6.0,0.0,1,6.0,6.0,0.0,1
0,0,58,4,7,6.406546064030888,9.0,3.0,6.0,0,6.0,6.0,0.0,0,6.0,6.0,0.0,0,6.0,6.0,0.0,0,3.0,9.0,6.0,1,3.0,9.0,6.0,1,6.0,6.0,0.0,0,6.0,6.0,0.0,0,6.0,6.0,0.0,0,6.0,6.0,0.0,0,6.0,6.0,0.0,0,6.0,6.0,0.0,0
0,0,59,4,5,7.177435360002884,7.0,5.0,2.0,0,4.0,9.0,5.0,1,4.0,9.0,5.0,1,4.0,9.0,5.0,1,3.0,9.0,6.0,1,2.0,10.0,8.0,1,4.0,9.0,5.0,1,4.0,9.0,5.0,1,4.0,9.0,5.0,1,4.0,7.0,3.0,0,4.0,7.0,3.0,0,4.0,7.0,3.0,0
0,0,60,4,3,3.1955398790579164,7.0,4.0,3.0,1,6.0,7.0,1.0,1,5.0,8.0,3.0,1,6.0,7.0,1.0,1,3.0,10.0,7.0,1,3.0,10.0,7.0,1,6.0,7.0,1.0,1,5.0,8.0,3.0,1,6.0,7.0,1.0,1,6.0,7.0,1.0,1,6.0,7.0,1.0,1,6.0,7.0,1.0,1
0,0,61,4,5,5.403013684382361,7.0,4.0,3.0,0,6.0,7.0,1.0,1,8.0,5.0,3.0,0,6.0,7.0,1.0,1,6.0,7.0,1.0,1,3.0,9.0,6.0,1,6.0,7.0,1.0,1,8.0,5.0,3.0,0,5.0,7.0,2.0,1,5.0,7.0,2.0,1,5.0,7.0,2.0,1,5.0,7.0,2.0,1
0,0,62,4,7,6.92374666739194,10.0,3.0,7.0,0,5.0,8.0,3.0,1,5.0,8.0,3.0,1,5.0,8.0,3.0,1,4.0,8.0,4.0,1,10.0,3.0,7.0,0,5.0,8.0,3.0,1,5.0,8.0,3.0,1,6.0,6.0,0.0,0,6.0,6.0,0.0,0,6.0,6.0,0.0,0,6.0,6.0,0.0,0
0,0,63,4,7,8.291775393510061,7.0,3.0,4.0,0,5.0,7.0,2.0,0,5.0,7.0,2.0,0,4.0,9.0,5.0,1,5.0,8.0,3.0,0,4.0,9.0,5.0,1,4.0,9.0,5.0,1,5.0,7.0,2.0,0,5.0,7.0,2.0,0,5.0,6.0,1.0,0,6.0,6.0,0.0,0,6.0,6.0,0.0,0
0,0,64,4,5,4.919574299512736,9.0,3.0,6.0,0,5.0,8.0,3.0,1,5.0,8.0,3.0,1,8.0,5.0,3.0,1,8.0,5.0,3.0,1,2.0,10.0,8.0,1,8.0,5.0,3.0,1,5.0,8.0,3.0,1,5.0,8.0,3.0,1,5.0,8.0,3.0,1,5.0,7.0,2.0,1,5.0,8.0,3.0,1
0,0,65,4,5,6.035239158523071,9.0,4.0,5.0,0,6.0,6.0,0.0,0,6.0,7.0,1.0,1,7.0,6.0,1.0,0,4.0,9.0,5.0,1,3.0,10.0,7.0,1,7.0,6.0,1.0,0,7.0,6.0,1.0,0,6.0,6.0,0.0,0,7.0,6.0,1.0,0,6.0,6.0,0.0,0,6.0,6.0,0.0,0
0,0,66,4,5,4.790470101640444,10.0,3.0,7.0,0,5.0,8.0,3.0,1,5.0,8.0,3.0,1,5.0,8.0,3.0,1,4.0,9.0,5.0,1,3.0,10.0,7.0,1,4.0,9.0,5.0,1,5.0,8.0,3.0,1,5.0,8.0,3.0,1,6.0,6.0,0.0,1,6.0,6.0,0.0,1,6.0,6.0,0.0,1
0,0,67,4,7,7.494644433075602,8.0,4.0,4.0,0,6.0,7.0,1.0,0,6.0,7.0,1.0,0,6.0,7.0,1.0,0,3.0,10.0,7.0,1,3.0,10.0,7.0,1,3.0,10.0,7.0,1,6.0,7.0,1.0,0,6.0,7.0,1.0,0,6.0,6.0,0.0,0,6.0,6.0,0.0,0,6.0,6.0,0.0,0
0,0,68,4,5,4.883218916949049,10.0,3.0,7.0,0,5.0,8.0,3.0,1,5.0,7.0,2.0,1,4.0,9.0,5.0,1,4.0,9.0,5.0,1,3.0,10.0,7.0,1,5.0,8.0,3.0,1,5.0,8.0,3.0,1,5.0,7.0,2.0,1,5.0,7.0,2.0,1,5.0,7.0,2.0,1,5.0,7.0,2.0,1
0,0,69,4,5,6.439774616743722,7.0,5.0,2.0,0,6.0,7.0,1.0,1,6.0,7.0,1.0,1,4.0,8.0,4.0,1,6.0,6.0,0.0,0,4.0,8.0,4.0,1,4.0,8.0,4.0,1,6.0,7.0,1.0,1,6.0,6.0,0.0,0,6.0,6.0,0.0,0,6.0,6.0,0.0,0,7.0,6.0,1.0,0
0,0,70,4,5,4.88706189453347,7.0,5.0,2.0,1,7.0,5.0,2.0,1,7.0,5.0,2.0,1,7.0,5.0,2.0,1,2.0,10.0,8.0,1,2.0,10.0,8.0,1,7.0,5.0,2.0,1,7.0,5.0,2.0,1,7.0,5.0,2.0,1,5.0,6.0,1.0,1,5.0,6.0,1.0,1,5.0,6.0,1.0,1
0,0,71,4,3,1.98136927171525,7.0,4.0,3.0,1,5.0,7.0,2.0,1,5.0,7.0,2.0,1,3.0,10.0,7.0,1,3.0,10.0,7.0,1,3.0,10.0,7.0,1,3.0,10.0,7.0,1,5.0,6.0,1.0,1,5.0,7.0,2.0,1,5.0,6.0,1.0,1,5.0,6.0,1.0,1,5.0,7.0,2.0,1
